Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
10/30/17,2017,10,30,Monday,44,2017-44,256.47,257.6,256.41,256.75,54285700,231.96,-0.003725032,231.1528571,226.2492
10/31/17,2017,10,31,Tuesday,44,2017-44,257.18,257.44,256.81,257.15,60304800,232.32,0.00155813,231.2907143,226.5284
11/1/17,2017,11,1,Wednesday,44,2017-44,258.04,258.43,257.07,257.49,54202700,232.63,0.001322147,231.475,226.7682
11/2/17,2017,11,2,Thursday,44,2017-44,257.41,257.75,256.19,257.59,56449500,232.72,0.000388315,231.6457143,227.0256
11/3/17,2017,11,3,Friday,44,2017-44,257.77,258.5,257.3,258.45,59589700,233.49,0.003338603,231.8492857,227.3086
11/6/17,2017,11,6,Monday,45,2017-45,258.3,259,258.22,258.85,49652600,233.85,0.00154775,232.0671429,227.5886
11/7/17,2017,11,7,Tuesday,45,2017-45,258.97,259.35,258.09,258.67,57502200,233.69,-0.000695229,232.2571429,227.8652
11/8/17,2017,11,8,Wednesday,45,2017-45,258.47,259.22,258.15,259.11,50469600,234.09,0.001700594,232.4714286,228.1448
11/9/17,2017,11,9,Thursday,45,2017-45,257.73,258.39,256.36,258.17,95085500,233.24,-0.003627598,232.54,228.3864
11/10/17,2017,11,10,Friday,45,2017-45,257.73,258.29,257.37,258.09,59984700,233.17,-0.000309964,232.6678571,228.6
11/13/17,2017,11,13,Monday,46,2017-46,257.31,258.59,257.27,258.33,50228600,233.38,0.000929919,232.7814286,228.8116
11/14/17,2017,11,14,Tuesday,46,2017-46,257.41,257.85,256.52,257.73,61315200,232.84,-0.002322639,232.9385714,229.0444
11/15/17,2017,11,15,Wednesday,46,2017-46,256.62,257.22,255.63,256.44,80811500,231.68,-0.005005184,232.9914286,229.2388
11/16/17,2017,11,16,Thursday,46,2017-46,257.52,259.04,257.47,258.62,67777000,233.65,0.008500974,233.0507143,229.4732
11/17/17,2017,11,17,Friday,46,2017-46,258.22,258.59,257.77,257.86,75756800,232.96,-0.002938688,233.1221429,229.699
11/20/17,2017,11,20,Monday,47,2017-47,258.14,258.52,257.86,258.3,48075500,233.36,0.001706395,233.1964286,229.8856
11/21/17,2017,11,21,Tuesday,47,2017-47,259.18,260.2,258.26,259.99,69176800,234.88,0.006542854,233.3571429,230.0874
11/22/17,2017,11,22,Wednesday,47,2017-47,260,260.15,259.57,259.76,45033400,234.68,-0.000884665,233.4971429,230.283
11/24/17,2017,11,24,Friday,47,2017-47,260.32,260.48,260.16,260.36,27856500,235.22,0.002309787,233.6207143,230.491
11/27/17,2017,11,27,Monday,48,2017-48,260.41,260.75,260,260.23,52274900,235.1,-0.00049918,233.71,230.6904
11/28/17,2017,11,28,Tuesday,48,2017-48,260.76,262.9,260.65,262.87,98971700,237.49,0.010144993,233.9814286,230.928
11/29/17,2017,11,29,Wednesday,48,2017-48,263.02,263.63,262.2,262.71,77512100,237.34,-0.000608909,234.2135714,231.1582
11/30/17,2017,11,30,Thursday,48,2017-48,263.76,266.05,263.67,265.01,127894400,239.42,0.008754932,234.655,231.4284
12/1/17,2017,12,1,Friday,48,2017-48,264.76,265.31,260.76,264.46,164390900,238.92,-0.002075509,235.0657143,231.7006
12/4/17,2017,12,4,Monday,49,2017-49,266.31,266.8,264.08,264.14,94040600,238.63,-0.001209857,235.4407143,231.9662
12/5/17,2017,12,5,Tuesday,49,2017-49,263.19,265.15,263.04,263.19,77994500,237.78,-0.00359669,235.7935714,232.224
12/6/17,2017,12,6,Wednesday,49,2017-49,263.3,263.73,262.71,263.24,75898600,237.82,0.000189952,236.2321429,232.4798
12/7/17,2017,12,7,Thursday,49,2017-49,264.07,264.43,262.94,264.07,77218600,238.57,0.003153252,236.5835714,232.7332
12/8/17,2017,12,8,Friday,49,2017-49,265.16,265.52,264.03,265.51,76563900,239.87,0.005453229,237.0771429,233.007
12/11/17,2017,12,11,Monday,50,2017-50,266.31,266.38,265.48,266.31,83077500,240.59,0.003012808,237.5935714,233.2794
12/12/17,2017,12,12,Tuesday,50,2017-50,267.21,267.32,266.35,266.78,85195800,241.02,0.001764887,238.0321429,233.5406
12/13/17,2017,12,13,Wednesday,50,2017-50,267.06,267.56,266.65,266.75,102905400,240.99,-0.000112438,238.4828571,233.7916
12/14/17,2017,12,14,Thursday,50,2017-50,267.09,267.22,265.6,265.66,100666700,240.01,-0.00408652,238.825,234.0176
12/15/17,2017,12,15,Friday,50,2017-50,265.45,267.04,265.39,266.51,144610300,242.01,0.008327753,239.3185714,234.2564
12/18/17,2017,12,18,Monday,51,2017-51,268.1,268.6,267.98,268.2,83653600,243.54,0.006341267,239.7507143,234.531
12/19/17,2017,12,19,Tuesday,51,2017-51,268.48,268.53,267.09,267.17,82382900,242.6,-0.00384057,240.1264286,234.7944
12/20/17,2017,12,20,Wednesday,51,2017-51,268.27,268.33,266.69,267.03,76751500,242.48,-0.000524172,240.345,235.0434
12/21/17,2017,12,21,Thursday,51,2017-51,267.74,268.39,267.3,267.58,67032300,242.98,0.002059654,240.635,235.2952
12/22/17,2017,12,22,Friday,51,2017-51,267.6,267.64,266.9,267.51,78720900,242.91,-0.000261371,240.9407143,235.5524
12/26/17,2017,12,26,Tuesday,52,2017-52,267.05,267.44,266.89,267.19,45244400,242.62,-0.001196136,241.2864286,235.7982
12/27/17,2017,12,27,Wednesday,52,2017-52,267.38,267.73,267.01,267.32,57751000,242.74,0.000486461,241.6378571,236.0402
12/28/17,2017,12,28,Thursday,52,2017-52,267.89,267.92,267.45,267.87,45116100,243.24,0.002057482,241.9714286,236.289
12/29/17,2017,12,29,Friday,52,2017-52,268.53,268.55,266.64,266.86,96007400,242.32,-0.003770463,242.1464286,236.5148
1/2/18,2018,1,2,Tuesday,0,2018-00,267.84,268.81,267.4,268.77,86655700,244.06,0.007157084,242.3942857,236.7742
1/3/18,2018,1,3,Wednesday,0,2018-00,268.96,270.64,268.96,270.47,90070400,245.6,0.006325084,242.7214286,237.0406
1/4/18,2018,1,4,Thursday,0,2018-00,271.2,272.16,270.54,271.61,80636400,246.64,0.004214905,243.125,237.3458
1/5/18,2018,1,5,Friday,0,2018-00,272.51,273.56,271.95,273.42,83524000,248.28,0.006664119,243.7157143,237.6756
1/8/18,2018,1,8,Monday,1,2018-01,273.31,274.1,272.98,273.92,57319200,248.73,0.001828804,244.1957143,238.0374
1/9/18,2018,1,9,Tuesday,1,2018-01,274.4,275.25,274.08,274.54,57254000,249.3,0.00226329,244.6071429,238.4046
1/10/18,2018,1,10,Wednesday,1,2018-01,273.68,274.42,272.92,274.12,69574300,248.92,-0.001530058,245.0585714,238.7266
1/11/18,2018,1,11,Thursday,1,2018-01,274.75,276.12,274.56,276.12,62361500,250.73,0.007296413,245.6478571,239.102
1/12/18,2018,1,12,Friday,1,2018-01,276.42,278.11,276.08,277.92,90816100,252.37,0.006519059,246.3185714,239.503
1/16/18,2018,1,16,Tuesday,2,2018-02,279.35,280.09,276.18,276.97,106555100,251.5,-0.003418688,246.9321429,239.8804
1/17/18,2018,1,17,Wednesday,2,2018-02,278.03,280.05,276.97,279.61,113258800,253.9,0.00953208,247.7378571,240.304
1/18/18,2018,1,18,Thursday,2,2018-02,279.48,279.96,278.58,279.14,100728000,253.47,-0.001680983,248.5042857,240.7036
1/19/18,2018,1,19,Friday,2,2018-02,279.8,280.41,279.14,280.41,140920100,254.63,0.004549325,249.3178571,241.1192
1/22/18,2018,1,22,Monday,3,2018-03,280.17,282.69,280.11,282.69,91322400,256.7,0.00813123,250.345,241.5794
1/23/18,2018,1,23,Tuesday,3,2018-03,282.74,283.62,282.37,283.29,97084700,257.24,0.002122576,251.2864286,242.0424
1/24/18,2018,1,24,Wednesday,3,2018-03,284.02,284.7,281.84,283.18,134816100,257.14,-0.000388406,252.1107143,242.5204
1/25/18,2018,1,25,Thursday,3,2018-03,284.16,284.27,282.4,283.3,84587300,257.25,0.000423804,252.8685714,243.002
1/26/18,2018,1,26,Friday,3,2018-03,284.25,286.63,283.96,286.58,107743100,260.23,0.011577616,253.7221429,243.539
1/29/18,2018,1,29,Monday,4,2018-04,285.93,286.43,284.5,284.68,90118300,258.5,-0.006629825,254.42,244.0522
1/30/18,2018,1,30,Tuesday,4,2018-04,282.6,284.74,281.22,281.76,131796400,255.85,-0.010256899,254.8878571,244.5356
1/31/18,2018,1,31,Wednesday,4,2018-04,282.73,283.3,280.68,281.9,108364800,255.98,0.000496731,255.3921429,244.9822
2/1/18,2018,2,1,Thursday,4,2018-04,281.07,283.06,280.68,281.58,90102500,255.69,-0.001135316,255.7464286,245.4368
2/2/18,2018,2,2,Friday,4,2018-04,280.08,280.23,275.41,275.45,173174800,250.12,-0.021770203,255.5857143,245.772
2/5/18,2018,2,5,Monday,5,2018-05,273.45,275.85,263.31,263.93,294681800,239.66,-0.041822052,254.74,245.8676
2/6/18,2018,2,6,Tuesday,5,2018-05,259.94,269.7,258.7,269.13,355026800,244.38,0.019702362,254.06,246.0616
2/7/18,2018,2,7,Wednesday,5,2018-05,268.5,272.36,267.58,267.67,167376100,243.06,-0.005425138,253.3164286,246.2184
2/8/18,2018,2,8,Thursday,5,2018-05,268.01,268.17,257.59,257.63,246449500,233.94,-0.037508875,251.8385714,246.1952
2/9/18,2018,2,9,Friday,5,2018-05,260.8,263.61,252.92,261.5,283565300,237.46,0.015021628,250.4642857,246.1946
2/12/18,2018,2,12,Monday,6,2018-06,263.83,267.01,261.66,265.34,143736000,240.94,0.014684294,249.3,246.2666
2/13/18,2018,2,13,Tuesday,6,2018-06,263.97,266.62,263.31,266,81223600,241.54,0.002487453,248.1857143,246.309
2/14/18,2018,2,14,Wednesday,6,2018-06,264.31,270,264.3,269.59,120735700,244.8,0.01349619,247.2964286,246.4266
2/15/18,2018,2,15,Thursday,6,2018-06,271.57,273.04,268.77,273.03,111200300,247.93,0.012760164,246.4178571,246.6126
2/16/18,2018,2,16,Friday,6,2018-06,272.32,275.32,272.27,273.11,160420100,248,0.000293142,245.6678571,246.817
2/20/18,2018,2,20,Tuesday,7,2018-07,272.03,273.67,270.5,271.4,86369700,246.45,-0.006261488,244.9964286,246.9896
2/21/18,2018,2,21,Wednesday,7,2018-07,271.9,274.72,269.94,270.05,98883700,245.22,-0.004974157,244.2278571,247.1226
2/22/18,2018,2,22,Thursday,7,2018-07,271.1,273.05,269.64,270.4,110511300,245.54,0.001296206,243.5028571,247.236
2/23/18,2018,2,23,Friday,7,2018-07,271.79,274.71,271.25,274.71,92766400,249.45,0.015939088,243.455,247.4132
2/26/18,2018,2,26,Monday,8,2018-08,275.93,278.01,275.26,277.9,86491400,252.35,0.011612511,244.3614286,247.6398
2/27/18,2018,2,27,Tuesday,8,2018-08,278.11,278.92,274.36,274.43,99099200,249.2,-0.012486531,244.7057143,247.804
2/28/18,2018,2,28,Wednesday,8,2018-08,275.68,276.19,271.29,271.65,121907800,246.67,-0.010130057,244.9635714,247.9372
3/1/18,2018,3,1,Thursday,8,2018-08,271.41,273.17,266,267.7,176855100,243.09,-0.014540428,245.6171429,247.9588
3/2/18,2018,3,2,Friday,8,2018-08,265.8,269.72,264.82,269.08,139083200,244.34,0.005154699,246.1085714,247.9748
3/5/18,2018,3,5,Monday,9,2018-09,267.73,272.89,267.61,272.19,97307400,247.16,0.011557845,246.5528571,248.066
3/6/18,2018,3,6,Tuesday,9,2018-09,273.3,273.39,271.18,272.88,79213200,247.79,0.002534928,246.9992857,248.1722
3/7/18,2018,3,7,Wednesday,9,2018-09,270.42,273.18,270.2,272.78,87063500,247.7,-0.000366214,247.2064286,248.2666
3/8/18,2018,3,8,Thursday,9,2018-09,273.55,274.24,272.42,274.1,66901200,248.9,0.004838846,247.2757143,248.3864
3/9/18,2018,3,9,Friday,9,2018-09,275.7,278.87,275.34,278.87,113625300,253.23,0.017402414,247.6492857,248.5986
3/12/18,2018,3,12,Monday,10,2018-10,279.2,279.91,278.08,278.52,71924800,252.91,-0.001254789,248.1107143,248.802
3/13/18,2018,3,13,Tuesday,10,2018-10,279.84,280.41,276.03,276.72,91968900,251.28,-0.006462883,248.5435714,248.9628
3/14/18,2018,3,14,Wednesday,10,2018-10,277.81,278.02,274.67,275.3,105895100,249.99,-0.005131567,248.8614286,249.1162
3/15/18,2018,3,15,Thursday,10,2018-10,275.88,276.61,274.43,275,83433000,249.71,-0.001089777,248.88,249.2292
3/16/18,2018,3,16,Friday,10,2018-10,274.5,275.39,274.14,274.2,100343700,249.99,0.001084611,248.7114286,249.317
3/19/18,2018,3,19,Monday,11,2018-11,273.35,274.4,268.62,270.49,109208400,246.6,-0.013530431,248.5257143,249.3162
3/20/18,2018,3,20,Tuesday,11,2018-11,270.94,271.67,270.18,270.95,59757300,247.02,0.001700781,248.5507143,249.291
3/21/18,2018,3,21,Wednesday,11,2018-11,270.9,273.27,270.19,270.43,78709600,246.55,-0.001919032,248.7978571,249.2474
3/22/18,2018,3,22,Thursday,11,2018-11,267.91,268.87,263.36,263.67,148785900,240.39,-0.024997679,248.5157143,249.0692
3/23/18,2018,3,23,Friday,11,2018-11,264.17,264.54,257.83,258.05,183534800,235.26,-0.021314452,247.6657143,248.796
3/26/18,2018,3,26,Monday,12,2018-12,262.13,265.43,259.41,265.11,141956100,241.7,0.027358967,247.2307143,248.6154
3/27/18,2018,3,27,Tuesday,12,2018-12,266.17,266.77,258.84,260.6,129941400,237.59,-0.017011796,246.5085714,248.3198
3/28/18,2018,3,28,Wednesday,12,2018-12,260.75,262.64,258.58,259.83,146452300,236.88,-0.002954821,245.65,248.0274
3/29/18,2018,3,29,Thursday,12,2018-12,261.12,265.26,259.84,263.15,111601600,239.91,0.012777823,244.6985714,247.7476
4/2/18,2018,4,2,Monday,13,2018-13,262.55,263.13,254.67,257.47,186286300,234.73,-0.02158458,243.4,247.3728
4/3/18,2018,4,3,Tuesday,13,2018-13,258.87,261.31,256.84,260.77,119956900,237.74,0.012816936,242.4328571,247.035
4/4/18,2018,4,4,Wednesday,13,2018-13,256.75,264.36,256.6,263.56,123715300,240.29,0.010699045,241.74,246.7068
4/5/18,2018,4,5,Thursday,13,2018-13,265.55,266.64,264.32,265.64,82652600,242.18,0.00789219,241.2021429,246.4056
4/6/18,2018,4,6,Friday,13,2018-13,263.42,265.11,258,259.72,179521200,236.78,-0.022286065,240.2585714,245.9984
4/9/18,2018,4,9,Monday,14,2018-14,261.37,264.84,259.94,261,105442900,237.95,0.004928371,239.6407143,245.6124
4/10/18,2018,4,10,Tuesday,14,2018-14,264.27,266.04,262.98,265.15,103529000,241.73,0.015900468,239.2628571,245.2424
4/11/18,2018,4,11,Wednesday,14,2018-14,263.47,265.64,263.39,263.76,91140200,240.47,-0.005242344,238.8285714,244.8818
4/12/18,2018,4,12,Thursday,14,2018-14,265.26,267,265.06,265.93,68890500,242.45,0.008226893,238.9757143,244.6138
4/13/18,2018,4,13,Friday,14,2018-14,267.41,267.54,264.01,265.15,85079200,241.73,-0.002932795,239.4378571,244.3288
4/16/18,2018,4,16,Monday,15,2018-15,267,268.2,266.07,267.33,63405300,243.72,0.008221575,239.5821429,244.0894
4/17/18,2018,4,17,Tuesday,15,2018-15,269.33,270.87,268.75,270.19,64682000,246.33,0.010698327,240.2064286,244.0136
4/18/18,2018,4,18,Wednesday,15,2018-15,270.69,271.3,269.87,270.39,57303900,246.51,0.000740609,240.8942857,244.1506
4/19/18,2018,4,19,Thursday,15,2018-15,269.65,269.88,267.72,268.89,77655900,245.14,-0.005547609,241.2678571,244.1658
4/20/18,2018,4,20,Friday,15,2018-15,268.81,269.06,265.61,266.61,99953100,243.07,-0.008479377,241.8635714,244.166
4/23/18,2018,4,23,Monday,16,2018-16,267.26,267.89,265.35,266.57,65558000,243.03,-0.000150098,242.2414286,244.3478
4/24/18,2018,4,24,Tuesday,16,2018-16,267.73,267.98,261.28,262.98,112885500,239.76,-0.013467478,242.2035714,244.3938
4/25/18,2018,4,25,Wednesday,16,2018-16,262.91,264.13,260.85,263.63,103840900,240.35,0.002471761,242.0728571,244.382
4/26/18,2018,4,26,Thursday,16,2018-16,264.79,267.25,264.29,266.31,67731900,242.79,0.010165811,242.5021429,244.407
4/27/18,2018,4,27,Friday,16,2018-16,267,267.34,265.5,266.56,57053600,243.02,0.000938495,242.8642857,244.3714
4/30/18,2018,4,30,Monday,17,2018-17,267.26,267.89,264.43,264.51,82182300,241.15,-0.00769035,242.8228571,244.2358
5/1/18,2018,5,1,Tuesday,17,2018-17,263.87,265.1,262.11,264.98,74203400,241.58,0.00177688,242.9021429,244.1074
5/2/18,2018,5,2,Wednesday,17,2018-17,264.76,265.68,262.76,263.2,86368900,239.96,-0.006717519,242.7242857,243.9776
5/3/18,2018,5,3,Thursday,17,2018-17,262.26,263.36,259.05,262.62,136311500,239.43,-0.002203699,242.56,243.8618
5/4/18,2018,5,4,Friday,17,2018-17,261.52,266.79,261.15,266.02,91222100,242.53,0.012946257,242.475,243.8016
5/7/18,2018,5,7,Monday,18,2018-18,266.89,268.02,266.11,266.92,55304900,243.35,0.003383536,242.2621429,243.6796
5/8/18,2018,5,8,Tuesday,18,2018-18,266.5,267.33,265.15,266.92,67499200,243.35,0,242.0364286,243.4996
5/9/18,2018,5,9,Wednesday,18,2018-18,267.68,269.87,267.09,269.5,59666100,245.7,0.009665542,242.0764286,243.4296
5/10/18,2018,5,10,Thursday,18,2018-18,270.34,272.39,270.22,272.02,72063900,248,0.009351057,242.4285714,243.4562
5/11/18,2018,5,11,Friday,18,2018-18,272.16,273.15,271.58,272.85,59871500,248.75,0.003050979,242.8371429,243.5694
5/14/18,2018,5,14,Monday,19,2018-19,273.34,274.08,272.36,272.98,54790600,248.87,0.000476555,243.4878571,243.66
5/15/18,2018,5,15,Tuesday,19,2018-19,271.59,271.61,270.03,271.1,87036100,247.16,-0.00688699,243.9742857,243.66
5/16/18,2018,5,16,Wednesday,19,2018-19,271.14,272.76,271.11,272.24,53942600,248.2,0.004205189,244.3607143,243.6682
5/17/18,2018,5,17,Thursday,19,2018-19,271.94,273.23,271.13,272.01,56536400,247.99,-0.000845016,244.7157143,243.674
5/18/18,2018,5,18,Friday,19,2018-19,271.62,272.03,270.93,271.33,64368000,247.37,-0.002499905,245.16,243.6434
5/21/18,2018,5,21,Monday,20,2018-20,273.01,273.98,272.57,273.37,58025900,249.23,0.007518512,245.7064286,243.5634
5/22/18,2018,5,22,Tuesday,20,2018-20,273.96,274.25,272.24,272.61,52966400,248.54,-0.00278018,246.3192857,243.476
5/23/18,2018,5,23,Wednesday,20,2018-20,271.17,273.39,270.99,273.36,64694200,249.22,0.002751279,247.0185714,243.4348
5/24/18,2018,5,24,Thursday,20,2018-20,272.91,273.22,270.78,272.8,76043800,248.71,-0.002048629,247.46,243.4092
5/25/18,2018,5,25,Friday,20,2018-20,272.15,272.86,271.58,272.15,56374800,248.12,-0.002382539,247.8007143,243.3774
5/29/18,2018,5,29,Tuesday,21,2018-21,270.31,271.17,267.76,269.02,115908600,245.26,-0.011501126,247.9371429,243.2828
5/30/18,2018,5,30,Wednesday,21,2018-21,270.5,273.11,270.42,272.61,69678400,248.54,0.013344642,248.14,243.3216
5/31/18,2018,5,31,Thursday,21,2018-21,272.15,272.49,270.26,270.94,93519900,247.01,-0.006125713,248.0692857,243.3214
6/1/18,2018,6,1,Friday,21,2018-21,272.41,273.94,272.33,273.6,71258400,249.44,0.009817654,248.1185714,243.3792
6/4/18,2018,6,4,Monday,22,2018-22,274.53,275.19,274.26,274.9,45385200,250.62,0.004751328,248.2435714,243.5838
6/5/18,2018,6,5,Tuesday,22,2018-22,275.05,275.53,274.18,275.1,51135000,250.81,0.000727433,248.5042857,243.8948
6/6/18,2018,6,6,Wednesday,22,2018-22,275.79,277.52,275.09,277.4,62732200,252.9,0.008360976,248.84,244.1188
6/7/18,2018,6,7,Thursday,22,2018-22,277.95,278.28,276.34,277.37,72969400,252.88,-0.00010824,249.1892857,244.4246
6/8/18,2018,6,8,Friday,22,2018-22,276.85,278.25,276.66,278.19,72139700,253.62,0.002956167,249.6357143,244.7594
6/11/18,2018,6,11,Monday,23,2018-23,278.44,279.37,278.31,278.56,58892500,253.96,0.001329967,249.9735714,245.0404
6/12/18,2018,6,12,Tuesday,23,2018-23,279.03,279.33,278.19,278.92,72329000,254.29,0.001292451,250.3842857,245.4316
6/13/18,2018,6,13,Wednesday,23,2018-23,279.19,279.48,277.8,278.03,79070600,253.48,-0.003190624,250.6885714,245.7464
6/14/18,2018,6,14,Thursday,23,2018-23,279.01,279.33,278.06,278.73,77097600,254.12,0.002517291,251.075,246.023
6/15/18,2018,6,15,Friday,23,2018-23,276.6,277.51,275.35,277.13,120041600,253.79,-0.00127545,251.48,246.2552
6/18/18,2018,6,18,Monday,24,2018-24,275.49,276.7,274.95,276.56,52917600,253.27,-0.002056819,252.0521429,246.585
6/19/18,2018,6,19,Tuesday,24,2018-24,274,275.75,273.53,275.5,97531500,252.3,-0.003832989,252.3207143,246.872
6/20/18,2018,6,20,Wednesday,24,2018-24,276.27,276.72,275.59,275.97,53785500,252.73,0.001705872,252.7292857,247.092
6/21/18,2018,6,21,Thursday,24,2018-24,275.96,275.98,273.68,274.24,71061400,251.14,-0.006268906,252.8507143,247.3054
6/22/18,2018,6,22,Friday,24,2018-24,275.66,275.79,274.49,274.74,54898500,251.6,0.001823437,252.9207143,247.4884
6/25/18,2018,6,25,Monday,25,2018-25,273.44,273.62,269.1,271,137854200,248.18,-0.013612679,252.7328571,247.6174
6/26/18,2018,6,26,Tuesday,25,2018-25,271.64,272.56,270.79,271.6,68547400,248.73,0.002214075,252.435,247.7176
6/27/18,2018,6,27,Wednesday,25,2018-25,272.26,273.87,269.18,269.35,105110700,246.67,-0.008284424,251.9914286,247.7244
6/28/18,2018,6,28,Thursday,25,2018-25,269.29,271.75,268.49,270.89,76650500,248.08,0.005717467,251.5957143,247.7558
6/29/18,2018,6,29,Friday,25,2018-25,272.12,273.66,271.15,271.28,97592500,248.43,0.001439601,251.2007143,247.8216
7/2/18,2018,7,2,Monday,26,2018-26,269.51,272.04,269.24,271.86,63554800,248.97,0.002138148,250.8207143,247.9396
7/3/18,2018,7,3,Tuesday,26,2018-26,272.87,272.98,270.42,270.9,42187100,248.09,-0.003531461,250.4357143,248.0408
7/5/18,2018,7,5,Thursday,26,2018-26,272.17,273.18,270.96,273.11,56925900,250.11,0.008158158,250.1492857,248.2478
7/6/18,2018,7,6,Friday,26,2018-26,273.14,275.84,272.71,275.42,66493700,252.23,0.008458313,250.0378571,248.4854
7/9/18,2018,7,9,Monday,27,2018-27,276.55,277.96,276.5,277.9,50550400,254.5,0.009004072,250.1257143,248.7196
7/10/18,2018,7,10,Tuesday,27,2018-27,278.41,279.01,278.08,278.9,51966800,255.41,0.003598424,250.3478571,248.9674
7/11/18,2018,7,11,Wednesday,27,2018-27,277.15,278.04,276.52,276.86,77054700,253.54,-0.007314125,250.4057143,249.2152
7/12/18,2018,7,12,Thursday,27,2018-27,278.28,279.43,277.6,279.37,60124700,255.84,0.009065809,250.7414286,249.5004
7/13/18,2018,7,13,Friday,27,2018-27,279.17,279.93,278.66,279.59,48216000,256.04,0.000787503,251.0585714,249.822
7/16/18,2018,7,16,Monday,28,2018-28,279.64,279.8,278.84,279.34,48201000,255.82,-0.000894272,251.6042857,250.1498
7/17/18,2018,7,17,Tuesday,28,2018-28,278.47,280.91,278.41,280.47,52315500,256.85,0.004045185,252.1842857,250.4362
7/18/18,2018,7,18,Wednesday,28,2018-28,280.56,281.18,280.06,281.06,44593500,257.39,0.002103852,252.95,250.717
7/19/18,2018,7,19,Thursday,28,2018-28,280.31,280.74,279.46,280,61412100,256.42,-0.003771679,253.5457143,250.9784
7/20/18,2018,7,20,Friday,28,2018-28,279.77,280.48,279.5,279.68,82337700,256.13,-0.001142774,254.0957143,251.187
7/23/18,2018,7,23,Monday,29,2018-29,279.45,280.43,279.06,280.2,47047600,256.6,0.001859221,254.6407143,251.359
7/24/18,2018,7,24,Tuesday,29,2018-29,281.79,282.56,280.63,281.61,68026900,257.89,0.00503237,255.3407143,251.5418
7/25/18,2018,7,25,Wednesday,29,2018-29,281.33,284.37,281.28,284.01,78882900,260.09,0.00852251,256.0535714,251.7662
7/26/18,2018,7,26,Thursday,29,2018-29,283.2,284.11,283.09,283.34,57919500,259.48,-0.002359229,256.5714286,252.0126
7/27/18,2018,7,27,Friday,29,2018-29,283.71,283.82,280.38,281.42,76768700,257.72,-0.006776168,256.8014286,252.203
7/30/18,2018,7,30,Monday,30,2018-30,281.51,281.69,279.36,279.95,63742500,256.37,-0.005223696,256.87,252.3706
7/31/18,2018,7,31,Tuesday,30,2018-30,280.81,282.02,280.38,281.33,68570500,257.64,0.004929374,257.1628571,252.576
8/1/18,2018,8,1,Wednesday,30,2018-30,281.56,282.13,280.13,280.86,53853300,257.21,-0.001670521,257.2607143,252.7356
8/2/18,2018,8,2,Thursday,30,2018-30,279.39,282.58,279.16,282.39,63426400,258.61,0.005447682,257.4442857,252.937
8/3/18,2018,8,3,Friday,30,2018-30,282.53,283.66,282.33,283.6,53935400,259.72,0.00428471,257.7228571,253.147
8/6/18,2018,8,6,Monday,31,2018-31,283.64,284.99,283.2,284.64,39400900,260.67,0.003667162,257.9957143,253.3862
8/7/18,2018,8,7,Tuesday,31,2018-31,285.39,286.01,285.24,285.58,43196600,261.53,0.003302307,258.2914286,253.6544
8/8/18,2018,8,8,Wednesday,31,2018-31,285.39,285.91,284.94,285.46,42114600,261.42,-0.000420079,258.6485714,253.9776
8/9/18,2018,8,9,Thursday,31,2018-31,285.53,285.97,284.92,285.07,35717000,261.06,-0.001366298,259.0007143,254.228
8/10/18,2018,8,10,Friday,31,2018-31,283.45,284.06,282.36,283.16,77076000,259.31,-0.006699977,259.1942857,254.474
8/13/18,2018,8,13,Monday,32,2018-32,283.47,284.16,281.77,282.1,65732900,258.34,-0.00374359,259.2264286,254.652
8/14/18,2018,8,14,Tuesday,32,2018-32,282.92,284.17,282.48,283.9,43842000,259.99,0.006380811,259.2192857,254.8394
8/15/18,2018,8,15,Wednesday,32,2018-32,282.38,282.54,280.16,281.78,102925400,258.05,-0.007467664,259.1171429,254.9842
8/16/18,2018,8,16,Thursday,32,2018-32,283.4,285.04,283.36,284.06,69967900,260.14,0.008091509,259.29,255.129
8/17/18,2018,8,17,Friday,32,2018-32,283.83,285.56,283.37,285.06,65618500,261.05,0.003520566,259.6242857,255.2924
8/20/18,2018,8,20,Monday,33,2018-33,285.57,285.97,285.06,285.67,39807500,261.61,0.002139882,259.9078571,255.4522
8/21/18,2018,8,21,Tuesday,33,2018-33,286.25,287.31,285.71,286.34,67272000,262.23,0.002345287,260.2664286,255.6176
8/22/18,2018,8,22,Wednesday,33,2018-33,285.88,286.76,285.58,286.17,44993300,262.07,-0.000593533,260.5135714,255.7732
8/23/18,2018,8,23,Thursday,33,2018-33,285.97,286.94,285.43,285.79,49204900,261.72,-0.001327974,260.6564286,255.938
8/24/18,2018,8,24,Friday,33,2018-33,286.44,287.67,286.38,287.51,57487400,263.3,0.00601846,260.8442857,256.1216
8/27/18,2018,8,27,Monday,34,2018-34,288.86,289.9,288.68,289.78,57072400,265.38,0.007895241,261.1192857,256.3534
8/28/18,2018,8,28,Tuesday,34,2018-34,290.3,290.42,289.4,289.92,46943500,265.5,0.000482874,261.4107143,256.598
8/29/18,2018,8,29,Wednesday,34,2018-34,290.16,291.74,289.89,291.48,61485500,266.93,0.005381236,261.83,256.8906
8/30/18,2018,8,30,Thursday,34,2018-34,290.94,291.36,289.63,290.3,61229500,265.85,-0.004048651,262.2971429,257.153
