Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
8/31/18,2018,8,31,Friday,34,2018-34,289.84,290.81,289.29,290.31,66140800,265.86,3.46E-05,262.8342857,257.4474
9/4/18,2018,9,4,Tuesday,35,2018-35,289.84,290.21,288.68,289.81,57594400,265.4,-0.001722042,263.2207143,257.7234
9/5/18,2018,9,5,Wednesday,35,2018-35,289.41,289.64,287.89,289.03,72452400,264.69,-0.00269158,263.695,258.0536
9/6/18,2018,9,6,Thursday,35,2018-35,289.15,289.49,287,288.16,65909900,263.89,-0.003010028,263.9628571,258.3568
9/7/18,2018,9,7,Friday,35,2018-35,286.98,288.7,286.71,287.6,73524800,263.38,-0.00194328,264.1292857,258.691
9/10/18,2018,9,10,Monday,36,2018-36,288.74,289.04,287.88,288.1,50210900,263.84,0.0017385,264.2885714,259.0062
9/11/18,2018,9,11,Tuesday,36,2018-36,287.37,289.55,286.98,289.05,50530500,264.71,0.003297232,264.4657143,259.3318
9/12/18,2018,9,12,Wednesday,36,2018-36,289.06,289.8,288.23,289.12,59810800,264.77,0.00024222,264.6585714,259.6478
9/13/18,2018,9,13,Thursday,36,2018-36,290.32,291.04,290,290.83,51034200,266.34,0.005914564,264.9885714,260.0128
9/14/18,2018,9,14,Friday,36,2018-36,291.06,291.27,290,290.88,55079900,266.38,0.000172103,265.2085714,260.3382
9/17/18,2018,9,17,Monday,37,2018-37,290.82,290.86,289.03,289.34,68244000,264.97,-0.005294507,265.1792857,260.593
9/18/18,2018,9,18,Tuesday,37,2018-37,289.58,291.58,289.55,290.91,61930400,266.41,0.005426343,265.2442857,260.8312
9/19/18,2018,9,19,Wednesday,37,2018-37,290.97,291.69,290.83,291.22,49080600,266.69,0.001065436,265.2271429,261.0568
9/20/18,2018,9,20,Thursday,37,2018-37,292.64,293.94,291.24,293.58,100360600,268.86,0.008103733,265.4421429,261.3632
9/21/18,2018,9,21,Friday,37,2018-37,293.09,293.22,291.81,291.99,105479700,268.61,-0.00091352,265.6385714,261.6186
9/24/18,2018,9,24,Monday,38,2018-38,291.34,291.5,290.37,291.02,53409600,267.72,-0.003322036,265.8042857,261.8522
9/25/18,2018,9,25,Tuesday,38,2018-38,291.53,291.65,290.48,290.75,44370000,267.47,-0.00092789,266.0028571,262.0852
9/26/18,2018,9,26,Wednesday,38,2018-38,290.91,292.24,289.41,289.88,79739700,266.67,-0.002992087,266.2014286,262.2816
9/27/18,2018,9,27,Thursday,38,2018-38,290.41,291.91,290.1,290.69,59249500,267.41,0.002794389,266.4892857,262.482
9/28/18,2018,9,28,Friday,38,2018-38,289.99,291.28,289.95,290.72,70091400,267.44,0.000103051,266.7464286,262.7024
10/1/18,2018,10,1,Monday,39,2018-39,292.11,292.93,290.98,291.73,62078900,268.37,0.003474278,267.0078571,262.9472
10/2/18,2018,10,2,Tuesday,39,2018-39,291.56,292.36,291.14,291.56,47258200,268.21,-0.000583012,267.2535714,263.1794
10/3/18,2018,10,3,Wednesday,39,2018-39,292.74,293.21,291.32,291.72,64694600,268.36,0.000548876,267.3978571,263.3888
10/4/18,2018,10,4,Thursday,39,2018-39,291.18,291.24,287.66,289.44,111545900,266.26,-0.007815717,267.3892857,263.5122
10/5/18,2018,10,5,Friday,39,2018-39,289.69,290.27,286.22,287.82,105951700,264.77,-0.005596815,267.375,263.618
10/8/18,2018,10,8,Monday,40,2018-40,287.05,288.22,285.5,287.82,87742200,264.77,0,267.2578571,263.759
10/9/18,2018,10,9,Tuesday,40,2018-40,287.39,288.86,286.77,287.4,74339000,264.39,-0.001459291,267.0935714,263.9194
10/10/18,2018,10,10,Wednesday,40,2018-40,286.83,286.91,277.88,278.3,214731000,256.02,-0.031663182,266.1764286,263.887
10/11/18,2018,10,11,Thursday,40,2018-40,277.08,278.9,270.36,272.17,274840500,250.38,-0.02202665,264.8742857,263.7504
10/12/18,2018,10,12,Friday,40,2018-40,276.77,277.09,272.37,275.95,183186500,253.85,0.01388845,263.8835714,263.6552
10/15/18,2018,10,15,Monday,41,2018-41,275.55,277.04,274.3,274.4,102263700,252.43,-0.005617182,262.8092857,263.5094
10/16/18,2018,10,16,Tuesday,41,2018-41,276.6,280.82,276.07,280.4,118255800,257.95,0.021865986,262.1864286,263.455
10/17/18,2018,10,17,Wednesday,41,2018-41,280.44,281.15,277.56,280.45,110626000,257.99,0.000178646,261.5135714,263.3842
10/18/18,2018,10,18,Thursday,41,2018-41,279.4,280.07,274.97,276.4,134557500,254.27,-0.014441443,260.5728571,263.2412
10/19/18,2018,10,19,Friday,41,2018-41,277.13,279.3,275.47,276.25,139901600,254.13,-0.000542375,259.5557143,263.1026
10/22/18,2018,10,22,Monday,42,2018-42,277,277.36,274.41,275.01,82415800,252.99,-0.004488697,258.4685714,262.9762
10/23/18,2018,10,23,Tuesday,42,2018-42,270.95,274.87,268.61,273.61,146352700,251.7,-0.005091084,257.2785714,262.8434
10/24/18,2018,10,24,Wednesday,42,2018-42,273.33,273.76,264.7,265.32,177806700,244.08,-0.030298405,255.6942857,262.5252
10/25/18,2018,10,25,Thursday,42,2018-42,267.38,271.81,266.23,270.08,138061500,248.45,0.017940498,254.5285714,262.3332
10/26/18,2018,10,26,Friday,42,2018-42,265.92,271,262.29,265.33,201574600,244.09,-0.017587337,253.0514286,262.0122
10/29/18,2018,10,29,Monday,43,2018-43,268.8,270.25,259.85,263.86,160749100,242.73,-0.005540445,251.5042857,261.6458
10/30/18,2018,10,30,Tuesday,43,2018-43,263.67,268.12,263.12,267.77,157116000,246.33,0.014818635,250.8121429,261.3402
10/31/18,2018,10,31,Wednesday,43,2018-43,270.65,273.23,270.12,270.63,128296300,248.96,0.010680788,250.7107143,261.0748
11/1/18,2018,11,1,Thursday,43,2018-43,271.6,273.73,270.38,273.51,99495000,251.61,0.010642075,250.5507143,260.8656
11/2/18,2018,11,2,Friday,43,2018-43,274.75,275.23,269.59,271.89,122634100,250.12,-0.005923334,250.3857143,260.6336
11/5/18,2018,11,5,Monday,44,2018-44,272.44,274.01,271.35,273.39,65622500,251.5,0.005517068,249.925,260.3976
11/6/18,2018,11,6,Tuesday,44,2018-44,273.32,275.3,273.25,275.12,60085900,253.09,0.006327942,249.575,260.1518
11/7/18,2018,11,7,Wednesday,44,2018-44,277.56,281.1,277.08,281.01,102752100,258.51,0.021408917,249.8778571,260.012
11/8/18,2018,11,8,Thursday,44,2018-44,280.11,281.22,279.22,280.5,65584900,258.04,-0.001814813,250.1571429,259.8342
11/9/18,2018,11,9,Friday,44,2018-44,279.03,279.24,276.18,277.76,98812600,255.52,-0.009768228,250.3378571,259.6276
11/12/18,2018,11,12,Monday,45,2018-45,277.19,277.46,271.99,272.57,99673600,250.75,-0.018685389,250.27,259.3254
11/13/18,2018,11,13,Tuesday,45,2018-45,273.09,275.33,271.25,272.06,98176600,250.28,-0.001871129,250.7128571,259.023
11/14/18,2018,11,14,Wednesday,45,2018-45,274.16,274.61,268.45,270.2,125335900,248.57,-0.006836621,250.7214286,258.7006
11/15/18,2018,11,15,Thursday,45,2018-45,268.78,273.54,267.01,273.02,135101400,251.16,0.010436726,251.2264286,258.446
11/16/18,2018,11,16,Friday,45,2018-45,271.79,274.75,271.21,273.73,126668000,251.81,0.002600306,251.875,258.2146
11/19/18,2018,11,19,Monday,46,2018-46,273.05,273.38,268.07,269.1,103061700,247.55,-0.016914292,251.9621429,257.8888
11/20/18,2018,11,20,Tuesday,46,2018-46,265.36,267,263.15,264.12,136021300,242.97,-0.018506063,251.5342857,257.454
11/21/18,2018,11,21,Wednesday,46,2018-46,265.86,267.15,265.01,265.02,75563700,243.8,0.003407308,250.9764286,257.0346
11/23/18,2018,11,23,Friday,46,2018-46,263.18,264.82,263.07,263.25,42807900,242.17,-0.006678756,250.4085714,256.5512
11/26/18,2018,11,26,Monday,47,2018-47,265.78,267.75,265.34,267.5,79981400,246.08,0.01614445,250.0214286,256.1452
11/27/18,2018,11,27,Tuesday,47,2018-47,266.34,268.4,265.66,268.4,75502400,246.91,0.003364442,249.58,255.784
11/28/18,2018,11,28,Wednesday,47,2018-47,269.6,274.58,268.33,274.58,127629600,252.59,0.023025375,249.1571429,255.5076
11/29/18,2018,11,29,Thursday,47,2018-47,273.71,275.55,272.43,273.98,82346400,252.04,-0.002185207,248.7285714,255.2146
11/30/18,2018,11,30,Friday,47,2018-47,273.81,276.28,273.45,275.65,98204200,253.58,0.00609522,248.59,254.909
12/3/18,2018,12,3,Monday,48,2018-48,280.28,280.4,277.51,279.3,103176300,256.94,0.013241715,249.0321429,254.6756
12/4/18,2018,12,4,Tuesday,48,2018-48,278.37,278.85,269.9,270.25,177986000,248.61,-0.032402516,248.9128571,254.2934
12/6/18,2018,12,6,Thursday,48,2018-48,265.92,269.97,262.44,269.84,204185400,248.23,-0.001517156,248.8885714,253.9086
12/7/18,2018,12,7,Friday,48,2018-48,269.46,271.22,262.63,263.57,161018900,242.47,-0.023236032,248.2678571,253.4246
12/10/18,2018,12,10,Monday,49,2018-49,263.37,265.16,258.62,264.07,151445900,242.93,0.001897011,247.6335714,252.935
12/11/18,2018,12,11,Tuesday,49,2018-49,267.66,267.87,262.48,264.13,121504400,242.98,0.000227318,247.3071429,252.4458
12/12/18,2018,12,12,Wednesday,49,2018-49,267.47,269,265.37,265.46,97976700,244.2,0.005035412,247.395,251.9624
12/13/18,2018,12,13,Thursday,49,2018-49,266.52,267.49,264.12,265.37,96662700,244.12,-0.000339036,247.4178571,251.4806
12/14/18,2018,12,14,Friday,49,2018-49,262.96,264.03,259.85,260.47,116961100,239.61,-0.018464784,247.235,250.9056
12/17/18,2018,12,17,Monday,50,2018-50,259.4,260.65,253.53,255.36,165492300,234.91,-0.019618216,246.4371429,250.2786
12/18/18,2018,12,18,Tuesday,50,2018-50,257.2,257.95,253.28,255.08,134515100,234.66,-0.001096699,245.5621429,249.6764
12/19/18,2018,12,19,Wednesday,50,2018-50,255.17,259.4,249.35,251.26,214992800,231.14,-0.014975736,244.03,249.0038
12/20/18,2018,12,20,Thursday,50,2018-50,249.86,251.62,244.65,247.17,252053400,227.38,-0.016277943,242.2685714,248.2636
12/21/18,2018,12,21,Friday,50,2018-50,246.74,249.71,239.98,240.7,255345600,222.72,-0.020489445,240.0642857,247.5976
12/24/18,2018,12,24,Monday,51,2018-51,239.04,240.84,234.27,234.34,147311600,216.84,-0.026423107,237.2,246.9268
12/26/18,2018,12,26,Wednesday,51,2018-51,235.97,246.18,233.76,246.18,218485400,227.79,0.050525157,235.7128571,246.4056
12/27/18,2018,12,27,Thursday,51,2018-51,242.57,248.29,238.96,248.07,186267300,229.54,0.007677321,234.3778571,245.9478
12/28/18,2018,12,28,Friday,51,2018-51,249.58,251.4,246.45,247.75,153100200,229.24,-0.001290091,233.4328571,245.3736
12/31/18,2018,12,31,Monday,52,2018-52,249.56,250.19,247.47,249.92,144299400,231.25,0.008758751,232.5985714,244.8388
1/2/19,2019,1,2,Wednesday,0,2019-00,245.98,251.21,245.95,250.18,126925200,231.49,0.001040494,231.7778571,244.3832
1/3/19,2019,1,3,Thursday,0,2019-00,248.23,248.57,243.67,244.21,144140700,225.97,-0.023862843,230.4757143,243.82
1/4/19,2019,1,4,Friday,0,2019-00,247.59,253.11,247.17,252.39,142628800,233.54,0.033495664,229.72,243.431
1/7/19,2019,1,7,Monday,1,2019-01,252.69,255.95,251.69,254.38,103139100,235.38,0.007884763,229.4178571,243.1046
1/8/19,2019,1,8,Tuesday,1,2019-01,256.82,257.31,254,256.77,102512600,237.59,0.009395189,229.6092857,242.9748
1/9/19,2019,1,9,Wednesday,1,2019-01,257.56,258.91,256.19,257.97,95006600,238.7,0.004673587,229.8978571,242.7798
1/10/19,2019,1,10,Thursday,1,2019-01,256.26,259.16,255.5,258.88,96823900,239.54,0.003527479,230.4978571,242.6888
1/11/19,2019,1,11,Friday,1,2019-01,257.68,259.01,257.03,258.98,73858100,239.63,0.000386403,231.3728571,242.6268
1/14/19,2019,1,14,Monday,2,2019-02,256.86,258.3,256.41,257.4,70908200,238.17,-0.006100907,232.4764286,242.4636
1/15/19,2019,1,15,Tuesday,2,2019-02,257.82,260.7,257.81,260.35,85208300,240.9,0.01146064,234.195,242.3024
1/16/19,2019,1,16,Wednesday,2,2019-02,260.83,261.97,260.6,260.98,77636700,241.49,0.002419908,235.1735714,242.1
1/17/19,2019,1,17,Thursday,2,2019-02,260.01,263.92,259.96,262.96,96118400,243.32,0.007586696,236.1578571,241.964
1/18/19,2019,1,18,Friday,2,2019-02,264.98,266.98,263,266.46,127900300,246.56,0.013309933,237.395,241.8652
1/22/19,2019,1,22,Tuesday,3,2019-03,264.82,265.06,261.06,262.86,115531200,243.23,-0.013510516,238.2507143,241.668
1/23/19,2019,1,23,Wednesday,3,2019-03,264.01,264.79,260.66,263.41,86030300,243.73,0.002092598,239.125,241.3724
1/24/19,2019,1,24,Thursday,3,2019-03,263.21,264.2,262.08,263.55,59204100,243.86,0.000531573,240.4028571,241.0888
1/25/19,2019,1,25,Friday,3,2019-03,265.61,266.7,263.66,265.78,96883400,245.93,0.008461478,241.2878571,240.897
1/28/19,2019,1,28,Monday,4,2019-04,263.39,263.83,261.79,263.76,85613700,244.06,-0.007600326,241.9078571,240.7632
1/29/19,2019,1,29,Tuesday,4,2019-04,263.92,264.55,262.48,263.41,66136300,243.73,-0.001327075,242.3464286,240.6322
1/30/19,2019,1,30,Wednesday,4,2019-04,265.1,268.52,264.25,267.58,92473700,247.59,0.015830805,242.9814286,240.6126
1/31/19,2019,1,31,Thursday,4,2019-04,267.51,270.47,267.27,269.93,104012100,249.77,0.008782513,243.7121429,240.5848
2/1/19,2019,2,1,Friday,4,2019-04,270.15,271.2,269.18,270.06,85782500,249.89,0.000481406,244.445,240.5464
2/4/19,2019,2,4,Monday,5,2019-05,270.11,272.03,269.36,271.96,60744800,251.65,0.007035706,245.4078571,240.6284
2/5/19,2019,2,5,Tuesday,5,2019-05,272.44,273.44,271.88,273.1,79552800,252.7,0.004191833,246.2507143,240.823
2/6/19,2019,2,6,Wednesday,5,2019-05,272.79,273.34,271.92,272.74,58347800,252.37,-0.001318402,247.0278571,240.9944
2/7/19,2019,2,7,Thursday,5,2019-05,270.94,271.55,268.29,270.14,95482000,249.96,-0.009532789,247.5021429,241.1502
2/8/19,2019,2,8,Friday,5,2019-05,268.75,270.58,267.83,270.47,75788900,250.27,0.001221319,247.7671429,241.234
2/11/19,2019,2,11,Monday,6,2019-06,271.2,271.49,270.03,270.62,68021400,250.41,0.000554828,248.28,241.304
2/12/19,2019,2,12,Tuesday,6,2019-06,272.42,274.52,272.34,274.1,72270200,253.63,0.012859456,248.9871429,241.3248
2/13/19,2019,2,13,Wednesday,6,2019-06,275.03,275.93,274.56,274.99,65277200,254.45,0.00324722,249.7435714,241.373
2/14/19,2019,2,14,Thursday,6,2019-06,273.78,275.64,272.87,274.38,83234400,253.88,-0.002218694,250.3114286,241.379
2/15/19,2019,2,15,Friday,6,2019-06,276.36,277.41,276.13,277.37,97088700,256.65,0.010897026,251.2107143,241.3732
2/19/19,2019,2,19,Tuesday,7,2019-07,276.48,278.58,276.47,277.85,59120800,257.1,0.001730808,252.1657143,241.543
2/20/19,2019,2,20,Wednesday,7,2019-07,277.81,278.92,277.25,278.41,76610800,257.61,0.002015431,252.8814286,241.7306
2/21/19,2019,2,21,Thursday,7,2019-07,277.7,278.1,276.35,277.42,64214700,256.7,-0.003555657,253.3764286,242.0152
2/22/19,2019,2,22,Friday,7,2019-07,278.11,279.36,277.4,279.14,78114600,258.29,0.006199753,253.9764286,242.3224
2/25/19,2019,2,25,Monday,8,2019-08,280.73,281.31,279.43,279.52,69030700,258.64,0.001361475,254.4757143,242.6356
2/26/19,2019,2,26,Tuesday,8,2019-08,279.13,280.3,278.9,279.32,56844100,258.46,-0.000715741,254.8871429,242.9208
2/27/19,2019,2,27,Wednesday,8,2019-08,278.52,279.59,277.48,279.2,56921600,258.34,-0.000429327,255.3135714,243.2052
2/28/19,2019,2,28,Thursday,8,2019-08,278.96,279.45,278.32,278.68,69268300,257.86,-0.001862752,255.8778571,243.5702
3/1/19,2019,3,1,Friday,8,2019-08,280.44,280.88,278.82,280.42,78880500,259.47,0.006244035,256.535,244.0614
3/4/19,2019,3,4,Monday,9,2019-09,281.6,281.87,276.84,279.4,106494600,258.53,-0.003637668,257.115,244.5388
3/5/19,2019,3,5,Tuesday,9,2019-09,279.54,279.76,278.41,279.02,59114600,258.18,-0.001359736,257.44,245.0796
3/6/19,2019,3,6,Wednesday,9,2019-09,279.15,279.16,276.97,277.33,75039800,256.61,-0.006057345,257.5942857,245.6642
3/7/19,2019,3,7,Thursday,9,2019-09,276.83,276.99,274.07,275.01,94885100,254.47,-0.008364935,257.6364286,246.2992
3/8/19,2019,3,8,Friday,9,2019-09,272.94,274.65,272.42,274.46,85795800,253.96,-0.002000385,257.4442857,247.0416
3/11/19,2019,3,11,Monday,10,2019-10,275.26,278.62,275.23,278.44,65098900,257.64,0.0145014,257.4828571,247.6386
3/12/19,2019,3,12,Tuesday,10,2019-10,279.06,280.07,278.85,279.49,79667500,258.61,0.00377097,257.5542857,248.22
3/13/19,2019,3,13,Wednesday,10,2019-10,280.48,282.38,280.3,281.34,80639200,260.32,0.00661913,257.8128571,248.8416
3/14/19,2019,3,14,Thursday,10,2019-10,281.37,281.84,280.67,281.16,67518400,260.16,-0.000639835,257.9464286,249.4198
3/15/19,2019,3,15,Friday,10,2019-10,280.54,282.21,280.33,281.31,81309000,261.44,0.004940609,258.1464286,250.0188
3/18/19,2019,3,18,Monday,11,2019-11,281.55,282.66,281.3,282.33,62199800,262.39,0.003626016,258.4271429,250.7472
3/19/19,2019,3,19,Tuesday,11,2019-11,283.51,284.36,281.41,282.4,90268100,262.46,0.000247731,258.7214286,251.3256
3/20/19,2019,3,20,Wednesday,11,2019-11,282.16,283.5,280.32,281.55,84609200,261.67,-0.00300994,258.9935714,251.8514
3/21/19,2019,3,21,Thursday,11,2019-11,280.64,285.18,280.59,284.73,79550400,264.62,0.011295168,259.3614286,252.392
3/22/19,2019,3,22,Friday,11,2019-11,283.22,283.8,279.18,279.25,122659300,259.53,-0.019246848,259.4328571,252.8086
3/25/19,2019,3,25,Monday,12,2019-12,278.87,280.19,277.64,279.04,85575200,259.33,-0.000751742,259.515,253.2044
3/26/19,2019,3,26,Tuesday,12,2019-12,280.99,282.18,279.56,281.12,68125900,261.27,0.007454239,259.8478571,253.6372
3/27/19,2019,3,27,Wednesday,12,2019-12,281.11,281.76,277.93,279.65,72224700,259.9,-0.005229177,260.2357143,254.0718
3/28/19,2019,3,28,Thursday,12,2019-12,280.35,281.21,279.07,280.71,56238500,260.89,0.003790205,260.7307143,254.4716
3/29/19,2019,3,29,Friday,12,2019-12,282.39,282.84,281.14,282.48,82186800,262.53,0.006305516,261.08,254.8924
4/1/19,2019,4,1,Monday,13,2019-13,284.7,286.16,284.4,285.83,77617900,265.64,0.011859193,261.5821429,255.3388
4/2/19,2019,4,2,Tuesday,13,2019-13,286.04,286.23,285.09,285.97,40070400,265.77,0.000489854,261.9714286,255.723
4/3/19,2019,4,3,Wednesday,13,2019-13,287.32,287.76,285.75,286.42,68243200,266.19,0.001573679,262.4021429,256.1822
4/4/19,2019,4,4,Thursday,13,2019-13,286.78,287.46,286.01,287.18,48997500,266.9,0.002653453,262.7921429,256.6456
4/5/19,2019,4,5,Friday,13,2019-13,287.92,288.63,287.6,288.57,58621700,268.19,0.004840183,263.2064286,257.1322
4/8/19,2019,4,8,Monday,14,2019-14,288.1,288.91,287.37,288.79,53566300,268.4,0.000762397,263.6307143,257.5816
4/9/19,2019,4,9,Tuesday,14,2019-14,287.72,288.08,286.7,287.31,66142300,267.02,-0.005124748,264.0128571,258.0408
4/10/19,2019,4,10,Wednesday,14,2019-14,287.77,288.39,287.31,288.29,52601500,267.93,0.003410973,264.2492857,258.5248
4/11/19,2019,4,11,Thursday,14,2019-14,288.83,288.84,287.58,288.21,55093100,267.86,-0.000277577,264.8442857,258.9302
4/12/19,2019,4,12,Friday,14,2019-14,290,290.47,288.26,290.16,69727800,269.67,0.006766008,265.5828571,259.3282
4/15/19,2019,4,15,Monday,15,2019-15,290.24,290.35,289.08,289.97,49596700,269.49,-0.000655011,266.17,259.7202
4/16/19,2019,4,16,Tuesday,15,2019-15,290.95,291.01,289.5,290.16,52153200,269.67,0.00065544,266.8678571,260.0806
4/17/19,2019,4,17,Wednesday,15,2019-15,291.4,291.43,288.99,289.45,58268300,269.01,-0.002447124,267.4478571,260.4068
4/18/19,2019,4,18,Thursday,15,2019-15,290.1,290.32,288.66,290.02,68708500,269.54,0.001969172,267.9485714,260.7502
4/22/19,2019,4,22,Monday,16,2019-16,289.17,290.44,289.07,290.27,40160100,269.77,0.00086207,268.2435714,261.1464
4/23/19,2019,4,23,Tuesday,16,2019-16,290.68,293.14,290.42,292.88,52246600,272.2,0.008991673,268.7028571,261.585
4/24/19,2019,4,24,Wednesday,16,2019-16,292.79,293.16,292.07,292.23,50392900,271.59,-0.002219337,269.0885714,262.0086
4/25/19,2019,4,25,Thursday,16,2019-16,292.12,292.78,290.73,292.05,57770900,271.43,-0.000615763,269.4121429,262.3646
4/26/19,2019,4,26,Friday,16,2019-16,292.1,293.49,291.24,293.41,50916400,272.69,0.004656369,269.7335714,262.7294
4/29/19,2019,4,29,Monday,17,2019-17,293.51,294.45,293.41,293.87,57197700,273.12,0.001567909,270.0707143,263.1142
4/30/19,2019,4,30,Tuesday,17,2019-17,293.49,294.34,291.92,294.02,81111700,273.26,0.000510533,270.5164286,263.4464
5/1/19,2019,5,1,Wednesday,17,2019-17,294.72,294.95,291.8,291.81,71671900,271.2,-0.007516489,270.75,263.7284
5/2/19,2019,5,2,Thursday,17,2019-17,291.68,292.7,289.52,291.18,65030200,270.62,-0.002158721,270.9471429,263.9886
5/3/19,2019,5,3,Friday,17,2019-17,292.82,294.34,291.3,294.03,56543700,273.27,0.009787697,271.2042857,264.32
5/6/19,2019,5,6,Monday,18,2019-18,289.25,293.31,288.9,292.82,107198100,272.14,-0.004115428,271.3935714,264.597
5/7/19,2019,5,7,Tuesday,18,2019-18,290.15,290.81,285.81,287.93,144729900,267.6,-0.016699518,271.2457143,264.7762
5/8/19,2019,5,8,Wednesday,18,2019-18,287.53,289.43,286.87,287.53,91568300,267.22,-0.001389278,271.1178571,264.9514
5/9/19,2019,5,9,Thursday,18,2019-18,285.23,287.33,283.3,286.66,103471100,266.42,-0.003026014,270.895,265.113
5/10/19,2019,5,10,Friday,18,2019-18,285.62,288.94,282.3,288.1,112429300,267.75,0.005023651,270.7507143,265.3108
5/13/19,2019,5,13,Monday,19,2019-19,282.42,283.49,279.93,280.86,127290500,261.03,-0.025130269,269.9528571,265.342
5/14/19,2019,5,14,Tuesday,19,2019-19,281.99,285.1,281.85,283.4,77003200,263.39,0.00904367,269.3671429,265.4392
5/15/19,2019,5,15,Wednesday,19,2019-19,281.59,285.77,281.36,285.06,73956400,264.93,0.005857279,268.9028571,265.5742
5/16/19,2019,5,16,Thursday,19,2019-19,285.84,289.21,285.76,287.7,76749600,267.38,0.009261414,268.5235714,265.7896
5/17/19,2019,5,17,Friday,19,2019-19,285.14,288.6,285.12,285.84,100353000,265.65,-0.006465158,267.99,266.0132
5/20/19,2019,5,20,Monday,20,2019-20,284.06,285.96,283.12,283.95,62877600,263.9,-0.006611882,267.3214286,266.212
5/21/19,2019,5,21,Tuesday,20,2019-20,285.83,286.93,285.55,286.51,46847100,266.28,0.009015333,266.97,266.3848
5/22/19,2019,5,22,Wednesday,20,2019-20,285.45,286.69,285.1,285.63,49482500,265.46,-0.00307117,266.6014286,266.5218
5/23/19,2019,5,23,Thursday,20,2019-20,283.16,283.21,280.57,282.14,98733800,262.21,-0.012218831,265.8114286,266.5596
5/24/19,2019,5,24,Friday,20,2019-20,283.74,284.2,282.09,282.78,55268100,262.81,0.002268438,265.145,266.6126
5/28/19,2019,5,28,Tuesday,21,2019-21,283.09,284.15,280.13,280.15,70029400,260.37,-0.009300437,264.6285714,266.5912
5/29/19,2019,5,29,Wednesday,21,2019-21,278.91,279.36,276.71,278.27,104972900,258.62,-0.006710657,264.0142857,266.5158
5/30/19,2019,5,30,Thursday,21,2019-21,279.11,280.04,277.81,279.03,62523800,259.32,0.002731049,263.5071429,266.453
5/31/19,2019,5,31,Friday,21,2019-21,276.2,277.12,275.24,275.27,86862800,255.83,-0.013475482,262.6557143,266.3362
6/3/19,2019,6,3,Monday,22,2019-22,275.31,276.55,273.09,274.57,96428000,255.18,-0.002542874,262.2378571,266.1474
6/4/19,2019,6,4,Tuesday,22,2019-22,277.12,280.68,276.62,280.53,77231900,260.72,0.021706842,262.0471429,266.1712
6/5/19,2019,6,5,Wednesday,22,2019-22,282.33,282.99,280.32,282.96,71169700,262.98,0.008662303,261.9078571,266.2442
6/6/19,2019,6,6,Thursday,22,2019-22,283.29,285.55,282.57,284.8,69430400,264.69,0.006502322,261.7157143,266.3126
6/7/19,2019,6,7,Friday,22,2019-22,285.93,288.85,285.74,287.65,74272200,267.34,0.010007309,261.8364286,266.4614
6/10/19,2019,6,10,Monday,23,2019-23,289.37,290.82,288.87,288.97,60799100,268.56,0.004588669,262.1692857,266.6148
6/11/19,2019,6,11,Tuesday,23,2019-23,290.99,291.4,288.18,288.9,58641300,268.5,-0.000242152,262.3278571,266.7342
6/12/19,2019,6,12,Wednesday,23,2019-23,288.64,289.26,287.82,288.39,47096300,268.02,-0.001765036,262.5107143,266.7818
6/13/19,2019,6,13,Thursday,23,2019-23,289.4,289.98,288.62,289.58,48945200,269.13,0.004125774,263.005,266.849
6/14/19,2019,6,14,Friday,23,2019-23,289.26,289.93,288.41,289.26,52324700,268.83,-0.001104568,263.435,266.9018
6/17/19,2019,6,17,Monday,24,2019-24,289.52,290.22,289.18,289.37,39205700,268.93,0.000380176,264.0464286,266.9424
6/18/19,2019,6,18,Tuesday,24,2019-24,291.39,293.57,290.99,292.4,85434800,271.75,0.010470883,264.9842857,267.0136
6/19/19,2019,6,19,Wednesday,24,2019-24,292.55,293.65,291.47,293.06,78674400,272.36,0.00225712,265.9157143,267.0928
6/20/19,2019,6,20,Thursday,24,2019-24,296.04,296.31,293.13,295.86,116570000,274.97,0.009554713,267.2828571,267.2518
6/21/19,2019,6,21,Friday,24,2019-24,294.13,295.52,293.76,294,83309500,274.57,-0.001453594,268.6678571,267.3846
6/24/19,2019,6,24,Monday,25,2019-25,294.23,294.58,293.47,293.64,47582700,274.23,-0.001224521,269.6328571,267.512
6/25/19,2019,6,25,Tuesday,25,2019-25,293.7,293.73,290.64,290.76,82028700,271.54,-0.009808067,270.2442857,267.5494
6/26/19,2019,6,26,Wednesday,25,2019-25,291.75,292.31,290.35,290.47,51584900,271.27,-0.000997546,270.7142857,267.585
6/27/19,2019,6,27,Thursday,25,2019-25,291.31,292.06,290.89,291.5,40355200,272.23,0.00354586,271.0635714,267.6362
6/28/19,2019,6,28,Friday,25,2019-25,292.58,293.55,292.01,293,59350900,273.63,0.005146025,271.4257143,267.7286
7/1/19,2019,7,1,Monday,26,2019-26,296.68,296.92,294.33,295.66,78705600,276.12,0.009078577,271.97,267.8602
7/2/19,2019,7,2,Tuesday,26,2019-26,295.61,296.49,294.68,296.43,61504500,276.84,0.002604173,272.6,268.0016
7/3/19,2019,7,3,Wednesday,26,2019-26,297.18,298.82,297.02,298.8,40898900,279.05,0.007995395,273.3085714,268.1386
7/5/19,2019,7,5,Friday,26,2019-26,297.44,298.64,296.01,298.46,51677300,278.73,-0.001138029,274.0157143,268.2814
